year,support,municipality,canton,party
1991,0.395,2131,FR,9
1995,0.316,2131,FR,9
1999,0.347,2131,FR,9
2003,0.258,2131,FR,2
2007,0.249,2131,FR,2
2011,0.323,2131,FR,2
2015,0.242,2131,FR,9
1975,0.28,5634,VD,11
1979,0.228,5634,VD,9
1983,0.372,5634,VD,9
1987,0.291,5634,VD,9
1991,0.275,5634,VD,9
1995,0.244,5634,VD,9
1999,0.249,5634,VD,9
2003,0.238,5634,VD,11
2007,0.251,5634,VD,11
2011,0.254,5634,VD,11
2015,0.317,5634,VD,9
1975,0.434,5482,VD,2
1979,0.407,5482,VD,2
1983,0.297,5482,VD,2
1987,0.345,5482,VD,9
1991,0.308,5482,VD,9
1995,0.304,5482,VD,9
1999,0.279,5482,VD,9
2003,0.239,5482,VD,2
2007,0.29,5482,VD,2
2011,0.313,5482,VD,11
2015,0.292,5482,VD,11
1975,0.356,2072,FR,8
1979,0.375,2072,FR,8
1983,0.443,2072,FR,8
1987,0.433,2072,FR,11
1991,0.528,2072,FR,8
1995,0.566,2072,FR,8
1999,0.698,2072,FR,8
2003,0.55,2072,FR,8
2007,0.414,2072,FR,8
2011,0.393,2072,FR,8
2015,0.328,2072,FR,8
1975,0.367,5635,VD,2
1979,0.351,5635,VD,2
1983,0.313,5635,VD,2
1987,0.274,5635,VD,2
1991,0.264,5635,VD,2
1995,0.238,5635,VD,2
1999,0.267,5635,VD,9
2003,0.265,5635,VD,2
2007,0.249,5635,VD,11
2011,0.282,5635,VD,2
2015,0.253,5635,VD,2
1975,0.424,6713,JU,9
1979,0.759,6713,JU,9
1983,0.622,6713,JU,9
1987,0.75,6713,JU,8
1991,0.605,6713,JU,9
1995,0.438,6713,JU,2
1999,0.4,6713,JU,9
2003,0.417,6713,JU,8
2007,0.913,6713,JU,11
2011,0.684,6713,JU,11
2015,0.8,6713,JU,11
1975,0.432,4096,AG,11
1979,0.418,4096,AG,11
1983,0.29,4096,AG,11
1987,0.321,4096,AG,11
1991,0.262,4096,AG,11
1995,0.355,4096,AG,11
1999,0.469,4096,AG,11
2003,0.473,4096,AG,11
2007,0.431,4096,AG,11
2011,0.416,4096,AG,11
2015,0.402,4096,AG,11
1975,0.472,2401,SO,9
1979,0.428,2401,SO,9
1983,0.447,2401,SO,9
1987,0.468,2401,SO,9
1991,0.421,2401,SO,9
1995,0.34,2401,SO,9
1999,0.323,2401,SO,8
2003,0.308,2401,SO,8
2007,0.343,2401,SO,11
2011,0.312,2401,SO,11
2015,0.357,2401,SO,11
1975,0.264,192,ZH,11
1979,0.278,192,ZH,11
1983,0.255,192,ZH,11
1987,0.255,192,ZH,11
1991,0.251,192,ZH,11
1995,0.282,192,ZH,11
1999,0.36,192,ZH,11
2003,0.359,192,ZH,11
2007,0.372,192,ZH,11
2011,0.338,192,ZH,11
2015,0.361,192,ZH,11
1975,0.342,4066,AG,8
1979,0.408,4066,AG,8
1983,0.389,4066,AG,8
1987,0.277,4066,AG,8
1991,0.222,4066,AG,8
1995,0.227,4066,AG,11
1999,0.374,4066,AG,11
2003,0.422,4066,AG,11
2007,0.392,4066,AG,11
2011,0.373,4066,AG,11
2015,0.402,4066,AG,11
1975,0.9,6004,VS,8
1979,0.774,6004,VS,8
1983,0.855,6004,VS,8
1987,0.773,6004,VS,8
1991,0.777,6004,VS,8
1995,0.772,6004,VS,8
1999,0.764,6004,VS,8
2003,0.777,6004,VS,8
2007,0.667,6004,VS,8
2011,0.629,6004,VS,8
2015,0.48,6004,VS,8
1975,0.598,3212,SG,8
1979,0.507,3212,SG,8
1983,0.44,3212,SG,8
1987,0.414,3212,SG,8
1991,0.392,3212,SG,8
1995,0.284,3212,SG,8
1999,0.301,3212,SG,8
2003,0.266,3212,SG,8
2007,0.246,3212,SG,11
2011,0.28,3212,SG,11
2015,0.345,3212,SG,11
1975,0.907,901,BE,11
1979,0.9,901,BE,11
1983,0.864,901,BE,11
1987,0.782,901,BE,11
1991,0.751,901,BE,11
1995,0.747,901,BE,11
1999,0.716,901,BE,11
2003,0.708,901,BE,11
2007,0.742,901,BE,11
2011,0.641,901,BE,11
2015,0.681,901,BE,11
1975,0.204,55,ZH,11
1979,0.296,55,ZH,11
1983,0.272,55,ZH,11
1987,0.302,55,ZH,11
1991,0.34,55,ZH,11
1995,0.376,55,ZH,11
1999,0.418,55,ZH,11
2003,0.384,55,ZH,11
2007,0.385,55,ZH,11
2011,0.339,55,ZH,11
2015,0.319,55,ZH,11
1975,0.512,4195,AG,11
1979,0.491,4195,AG,11
1983,0.391,4195,AG,11
1987,0.382,4195,AG,11
1991,0.373,4195,AG,11
1995,0.303,4195,AG,11
1999,0.398,4195,AG,11
2003,0.404,4195,AG,11
2007,0.411,4195,AG,11
2011,0.433,4195,AG,11
2015,0.44,4195,AG,11
1975,0.377,4411,TG,11
1979,0.406,4411,TG,11
1983,0.419,4411,TG,11
1987,0.359,4411,TG,11
1991,0.343,4411,TG,11
1995,0.342,4411,TG,11
1999,0.428,4411,TG,11
2003,0.489,4411,TG,11
2007,0.458,4411,TG,11
2011,0.409,4411,TG,11
2015,0.442,4411,TG,11
1975,0.588,1127,LU,8
1979,0.586,1127,LU,8
1983,0.544,1127,LU,8
1987,0.511,1127,LU,8
1991,0.535,1127,LU,8
1995,0.457,1127,LU,8
1999,0.49,1127,LU,8
2003,0.427,1127,LU,8
2007,0.458,1127,LU,8
2011,0.384,1127,LU,8
2015,0.369,1127,LU,8
1975,0.414,4049,AG,8
1979,0.407,4049,AG,8
1983,0.367,4049,AG,8
1987,0.282,4049,AG,8
1991,0.208,4049,AG,8
1995,0.186,4049,AG,8
1999,0.327,4049,AG,11
2003,0.356,4049,AG,11
2007,0.368,4049,AG,11
2011,0.357,4049,AG,11
2015,0.374,4049,AG,11
1975,0.795,1084,LU,8
1979,0.756,1084,LU,8
1983,0.693,1084,LU,8
1987,0.588,1084,LU,8
1991,0.615,1084,LU,8
1995,0.46,1084,LU,8
1999,0.366,1084,LU,8
2003,0.353,1084,LU,8
2007,0.354,1084,LU,8
2011,0.288,1084,LU,8
2015,0.33,1084,LU,11
1975,0.611,3252,SG,9
1979,0.528,3252,SG,9
1983,0.557,3252,SG,9
1987,0.465,3252,SG,9
1991,0.3,3252,SG,9
1995,0.35,3252,SG,9
1999,0.398,3252,SG,11
2003,0.464,3252,SG,11
2007,0.539,3252,SG,11
2011,0.449,3252,SG,11
2015,0.511,3252,SG,11
1975,0.462,4161,AG,8
1979,0.496,4161,AG,8
1983,0.435,4161,AG,8
1987,0.385,4161,AG,8
1991,0.29,4161,AG,8
1995,0.294,4161,AG,8
1999,0.289,4161,AG,8
2003,0.361,4161,AG,11
2007,0.379,4161,AG,11
2011,0.365,4161,AG,11
2015,0.417,4161,AG,11
1975,0.503,1301,SZ,8
1979,0.617,1301,SZ,8
1983,0.49,1301,SZ,8
1987,0.35,1301,SZ,8
1991,0.374,1301,SZ,8
1995,0.315,1301,SZ,8
1999,0.403,1301,SZ,11
2003,0.372,1301,SZ,11
2007,0.435,1301,SZ,11
2011,0.328,1301,SZ,8
2015,0.387,1301,SZ,11
1975,0.949,6194,VS,8
1979,0.782,6194,VS,8
1983,0.972,6194,VS,8
1987,0.922,6194,VS,8
1991,0.895,6194,VS,8
1995,0.912,6194,VS,8
1999,0.852,6194,VS,8
2003,0.862,6194,VS,8
2007,0.76,6194,VS,8
2011,0.759,6194,VS,8
2015,0.657,6194,VS,8
1975,0.894,6282,VS,8
1979,0.958,6282,VS,8
1983,0.907,6282,VS,8
1987,0.927,6282,VS,8
1991,0.925,6282,VS,8
1995,0.929,6282,VS,8
1999,0.786,6282,VS,8
2003,0.83,6282,VS,8
2007,0.794,6282,VS,8
2011,0.607,6282,VS,8
2015,0.518,6282,VS,8
1975,0.581,4097,AG,11
1979,0.616,4097,AG,11
1983,0.59,4097,AG,11
1987,0.549,4097,AG,11
1991,0.516,4097,AG,11
1995,0.515,4097,AG,11
1999,0.577,4097,AG,11
2003,0.483,4097,AG,11
2007,0.404,4097,AG,11
2011,0.316,4097,AG,11
2015,0.333,4097,AG,11
1975,0.247,217,ZH,9
1979,0.275,217,ZH,11
1983,0.262,217,ZH,11
1987,0.229,217,ZH,11
1991,0.237,217,ZH,11
1995,0.328,217,ZH,11
1999,0.383,217,ZH,11
2003,0.368,217,ZH,11
2007,0.394,217,ZH,11
2011,0.357,217,ZH,11
2015,0.378,217,ZH,11
1975,0.446,218,ZH,11
1979,0.418,218,ZH,11
1983,0.348,218,ZH,11
1987,0.425,218,ZH,11
1991,0.49,218,ZH,11
1995,0.517,218,ZH,11
1999,0.585,218,ZH,11
2003,0.557,218,ZH,11
2007,0.531,218,ZH,11
2011,0.407,218,ZH,11
2015,0.409,218,ZH,11
1975,0.251,219,ZH,2
1979,0.256,219,ZH,2
1983,0.247,219,ZH,11
1987,0.26,219,ZH,11
1991,0.239,219,ZH,11
1995,0.287,219,ZH,11
1999,0.36,219,ZH,11
2003,0.374,219,ZH,11
2007,0.395,219,ZH,11
2011,0.379,219,ZH,11
2015,0.382,219,ZH,11
1975,0.981,6283,VS,8
1979,0.925,6283,VS,8
1983,0.946,6283,VS,8
1987,0.918,6283,VS,8
1991,0.817,6283,VS,8
1995,0.816,6283,VS,8
1999,0.806,6283,VS,8
2003,0.804,6283,VS,8
2007,0.719,6283,VS,8
2011,0.702,6283,VS,8
2015,0.532,6283,VS,8
1975,0.312,56,ZH,2
1979,0.313,56,ZH,2
1983,0.23,56,ZH,11
1987,0.234,56,ZH,11
1991,0.236,56,ZH,11
1995,0.307,56,ZH,11
1999,0.42,56,ZH,11
2003,0.429,56,ZH,11
2007,0.428,56,ZH,11
2011,0.395,56,ZH,11
2015,0.409,56,ZH,11
1975,0.314,1024,LU,8
1979,0.339,1024,LU,9
1983,0.316,1024,LU,8
1987,0.317,1024,LU,8
1991,0.351,1024,LU,8
1995,0.279,1024,LU,9
1999,0.314,1024,LU,11
2003,0.343,1024,LU,11
2007,0.335,1024,LU,11
2011,0.31,1024,LU,11
2015,0.364,1024,LU,11
1975,1,1504,NW,8
1979,0.688,1504,NW,8
1983,1,1504,NW,8
1987,1,1504,NW,8
1991,0.959,1504,NW,8
1995,0.584,1504,NW,9
1999,0.907,1504,NW,9
2003,0.871,1504,NW,9
2011,0.554,1504,NW,11
2015,0.839,1504,NW,11
1975,0.392,4305,AG,8
1979,0.408,4305,AG,8
1983,0.363,4305,AG,8
1987,0.336,4305,AG,8
1991,0.268,4305,AG,8
1995,0.256,4305,AG,8
1999,0.301,4305,AG,11
2003,0.326,4305,AG,8
2007,0.323,4305,AG,11
2011,0.353,4305,AG,11
2015,0.363,4305,AG,11
1975,0.931,1402,OW,8
1979,0.989,1402,OW,8
1983,0.957,1402,OW,8
1987,0.865,1402,OW,8
1991,0.98,1402,OW,8
1995,0.925,1402,OW,8
2003,0.624,1402,OW,8
2007,0.374,1402,OW,11
2011,0.502,1402,OW,11
2015,0.535,1402,OW,7
1975,0.675,6453,NE,9
1979,0.446,6453,NE,9
1983,0.48,6453,NE,9
1987,0.406,6453,NE,9
1991,0.368,6453,NE,9
1995,0.395,6453,NE,9
1999,0.253,6453,NE,3
2003,0.261,6453,NE,3
2007,0.266,6453,NE,2
2011,0.327,6453,NE,9
2015,0.332,6453,NE,9
1975,0.254,4026,AG,9
1979,0.302,4026,AG,9
1983,0.286,4026,AG,9
1987,0.305,4026,AG,9
1991,0.253,4026,AG,9
1995,0.268,4026,AG,9
1999,0.262,4026,AG,9
2003,0.303,4026,AG,2
2007,0.265,4026,AG,2
2011,0.293,4026,AG,2
2015,0.268,4026,AG,2
1975,0.959,1505,NW,8
1979,0.501,1505,NW,8
1983,0.98,1505,NW,8
1987,0.99,1505,NW,8
1991,0.984,1505,NW,8
1995,0.529,1505,NW,9
1999,0.912,1505,NW,9
2003,0.882,1505,NW,9
2011,0.499,1505,NW,9
2015,0.855,1505,NW,11
1975,0.981,1506,NW,8
1979,0.58,1506,NW,8
1983,0.961,1506,NW,8
1987,0.975,1506,NW,8
1991,0.975,1506,NW,8
1995,0.449,1506,NW,9
1999,0.895,1506,NW,9
2003,0.899,1506,NW,9
2011,0.53,1506,NW,11
2015,0.844,1506,NW,11
1975,0.522,1002,LU,8
1979,0.575,1002,LU,8
1983,0.574,1002,LU,8
1987,0.544,1002,LU,8
1991,0.582,1002,LU,8
1995,0.441,1002,LU,8
1999,0.402,1002,LU,8
2003,0.396,1002,LU,8
2007,0.43,1002,LU,8
2011,0.394,1002,LU,8
2015,0.355,1002,LU,11
1975,0.299,5584,VD,2
1979,0.316,5584,VD,9
1983,0.295,5584,VD,9
1987,0.248,5584,VD,9
1991,0.259,5584,VD,9
1995,0.255,5584,VD,2
1999,0.256,5584,VD,9
2003,0.214,5584,VD,2
2007,0.229,5584,VD,2
2011,0.254,5584,VD,2
2015,0.302,5584,VD,9
1975,0.549,2189,FR,8
1979,0.468,2189,FR,8
1983,0.468,2189,FR,8
1987,0.449,2189,FR,8
1991,0.44,2189,FR,8
1995,0.406,2189,FR,8
1999,0.372,2189,FR,8
2003,0.313,2189,FR,8
2007,0.273,2189,FR,8
2011,0.291,2189,FR,2
2015,0.276,2189,FR,2
1975,0.388,5914,VD,9
1979,0.542,5914,VD,9
1983,0.529,5914,VD,9
1987,0.526,5914,VD,9
1991,0.43,5914,VD,9
1995,0.255,5914,VD,2
1999,0.372,5914,VD,9
2003,0.248,5914,VD,11
2007,0.313,5914,VD,11
2011,0.317,5914,VD,11
2015,0.366,5914,VD,11
1975,0.355,2574,SO,9
1979,0.394,2574,SO,9
1983,0.278,2574,SO,9
1987,0.382,2574,SO,9
1991,0.383,2574,SO,9
1995,0.279,2574,SO,9
1999,0.458,2574,SO,11
2003,0.391,2574,SO,11
2007,0.319,2574,SO,11
2011,0.363,2574,SO,11
2015,0.391,2574,SO,11
1975,0.537,735,BE,11
1979,0.494,735,BE,11
1983,0.517,735,BE,11
1987,0.587,735,BE,11
1991,0.56,735,BE,11
1995,0.524,735,BE,11
1999,0.454,735,BE,11
2003,0.431,735,BE,11
2007,0.559,735,BE,11
2011,0.45,735,BE,11
2015,0.551,735,BE,11
1975,0.545,2885,BL,11
1979,0.526,2885,BL,11
1983,0.466,2885,BL,11
1987,0.482,2885,BL,11
1991,0.396,2885,BL,11
1995,0.38,2885,BL,11
1999,0.432,2885,BL,11
2003,0.502,2885,BL,11
2007,0.5,2885,BL,11
2011,0.441,2885,BL,11
2015,0.475,2885,BL,11
1975,0.828,6104,VS,8
1979,0.634,6104,VS,8
1983,0.576,6104,VS,8
1987,0.648,6104,VS,8
1991,0.787,6104,VS,8
1995,0.748,6104,VS,8
1999,0.704,6104,VS,8
2003,0.792,6104,VS,8
2007,0.651,6104,VS,8
2011,0.724,6104,VS,8
2015,0.596,6104,VS,8
1975,0.558,953,BE,11
1979,0.647,953,BE,11
1983,0.606,953,BE,11
1987,0.554,953,BE,11
1991,0.54,953,BE,11
1995,0.465,953,BE,11
1999,0.49,953,BE,11
2003,0.527,953,BE,11
2007,0.516,953,BE,11
2011,0.397,953,BE,11
2015,0.474,953,BE,11
1975,0.864,924,BE,11
1979,0.88,924,BE,11
1983,0.905,924,BE,11
1987,0.908,924,BE,11
1991,0.855,924,BE,11
1995,0.761,924,BE,11
1999,0.751,924,BE,11
2003,0.79,924,BE,11
2007,0.831,924,BE,11
2011,0.77,924,BE,11
2015,0.758,924,BE,11
1975,0.307,492,BE,11
1979,0.364,492,BE,11
1983,0.295,492,BE,11
1987,0.296,492,BE,11
1991,0.28,492,BE,11
1995,0.267,492,BE,11
1999,0.278,492,BE,11
2003,0.31,492,BE,2
2007,0.3,492,BE,11
2011,0.225,492,BE,11
2015,0.285,492,BE,11
1975,0.365,4476,TG,11
1979,0.399,4476,TG,11
1983,0.3,4476,TG,11
1987,0.297,4476,TG,11
1991,0.326,4476,TG,11
1995,0.353,4476,TG,11
1999,0.396,4476,TG,11
2003,0.477,4476,TG,11
2007,0.491,4476,TG,11
2011,0.475,4476,TG,11
2015,0.471,4476,TG,11
1975,0.365,151,ZH,9
1979,0.414,151,ZH,9
1983,0.408,151,ZH,9
1987,0.35,151,ZH,9
1991,0.336,151,ZH,9
1995,0.331,151,ZH,9
1999,0.328,151,ZH,9
2003,0.333,151,ZH,9
2007,0.302,151,ZH,9
2011,0.294,151,ZH,11
2015,0.356,151,ZH,9
1975,0.694,763,BE,11
1979,0.682,763,BE,11
1983,0.732,763,BE,11
1987,0.564,763,BE,11
1991,0.551,763,BE,11
1995,0.51,763,BE,11
1999,0.596,763,BE,11
2003,0.537,763,BE,11
2007,0.541,763,BE,11
2011,0.433,763,BE,11
2015,0.578,763,BE,11
1975,0.265,4005,AG,11
1979,0.266,4005,AG,11
1983,0.284,4005,AG,9
1987,0.263,4005,AG,9
1991,0.228,4005,AG,9
1995,0.219,4005,AG,11
1999,0.357,4005,AG,11
2003,0.35,4005,AG,11
2007,0.362,4005,AG,11
2011,0.336,4005,AG,11
2015,0.368,4005,AG,11
1975,0.453,2503,SO,8
1979,0.402,2503,SO,8
1983,0.446,2503,SO,8
1987,0.434,2503,SO,8
1991,0.389,2503,SO,8
1995,0.345,2503,SO,8
1999,0.282,2503,SO,11
2003,0.318,2503,SO,11
2007,0.34,2503,SO,11
2011,0.3,2503,SO,11
2015,0.326,2503,SO,11
1975,0.297,4646,TG,2
1979,0.259,4646,TG,9
1983,0.317,4646,TG,9
1987,0.364,4646,TG,9
1991,0.31,4646,TG,9
1995,0.272,4646,TG,11
1999,0.294,4646,TG,11
2003,0.41,4646,TG,11
2007,0.431,4646,TG,11
2011,0.371,4646,TG,11
2015,0.34,4646,TG,11
1975,0.677,1025,LU,8
1979,0.656,1025,LU,8
1983,0.645,1025,LU,8
1987,0.558,1025,LU,8
1991,0.59,1025,LU,8
1995,0.453,1025,LU,8
1999,0.39,1025,LU,9
2003,0.357,1025,LU,8
2007,0.354,1025,LU,9
2011,0.299,1025,LU,8
2015,0.303,1025,LU,8
1975,0.974,6056,VS,8
1979,0.906,6056,VS,8
1983,0.757,6056,VS,8
1987,0.658,6056,VS,8
1991,0.692,6056,VS,8
1995,0.692,6056,VS,8
1999,0.528,6056,VS,8
2003,0.615,6056,VS,8
2007,0.526,6056,VS,8
2011,0.529,6056,VS,8
2015,0.529,6056,VS,8
1975,0.46,2615,SO,9
1979,0.467,2615,SO,9
1983,0.446,2615,SO,9
1987,0.464,2615,SO,9
1991,0.54,2615,SO,9
1995,0.408,2615,SO,9
1999,0.343,2615,SO,9
2003,0.327,2615,SO,8
2007,0.394,2615,SO,9
2011,0.328,2615,SO,9
2015,0.322,2615,SO,11
1975,0.492,405,BE,11
1979,0.524,405,BE,11
1983,0.517,405,BE,11
1987,0.501,405,BE,11
1991,0.483,405,BE,11
1995,0.451,405,BE,11
1999,0.461,405,BE,11
2003,0.464,405,BE,11
2007,0.488,405,BE,11
2011,0.393,405,BE,11
2015,0.465,405,BE,11
1975,0.577,1206,UR,9
1979,0.473,1206,UR,7
1983,0.612,1206,UR,9
1987,0.619,1206,UR,9
1991,0.876,1206,UR,9
1995,0.781,1206,UR,9
1999,0.72,1206,UR,9
2003,0.455,1206,UR,3
2007,0.833,1206,UR,9
2011,0.638,1206,UR,9
2015,0.415,1206,UR,11
1975,0.715,1026,LU,8
1979,0.701,1026,LU,8
1983,0.706,1026,LU,8
1987,0.647,1026,LU,8
1991,0.601,1026,LU,8
1995,0.494,1026,LU,8
1999,0.467,1026,LU,8
2003,0.422,1026,LU,8
2007,0.403,1026,LU,8
2011,0.387,1026,LU,8
2015,0.326,1026,LU,8
1975,0.751,3342,SG,8
1979,0.771,3342,SG,8
1983,0.725,3342,SG,8
1987,0.642,3342,SG,8
1991,0.561,3342,SG,8
1995,0.5,3342,SG,8
1999,0.335,3342,SG,11
2003,0.422,3342,SG,11
2007,0.444,3342,SG,11
2011,0.395,3342,SG,11
2015,0.46,3342,SG,11
1975,0.463,4806,TG,8
1979,0.469,4806,TG,8
1983,0.379,4806,TG,8
1987,0.371,4806,TG,8
1991,0.237,4806,TG,11
1995,0.314,4806,TG,11
1999,0.348,4806,TG,11
2003,0.422,4806,TG,11
2007,0.413,4806,TG,11
2011,0.402,4806,TG,11
2015,0.43,4806,TG,11
1975,0.46,692,BE,2
1979,0.345,692,BE,2
1983,0.339,692,BE,11
1987,0.294,692,BE,2
1991,0.291,692,BE,11
1995,0.339,692,BE,11
1999,0.312,692,BE,11
2003,0.34,692,BE,11
2007,0.377,692,BE,11
2011,0.448,692,BE,11
2015,0.376,692,BE,11
1999,0.251,4724,TG,11
2003,0.368,4724,TG,11
2007,0.383,4724,TG,11
2011,0.377,4724,TG,11
2015,0.374,4724,TG,11
1975,0.694,1010,LU,8
1979,0.694,1010,LU,8
1983,0.689,1010,LU,8
1987,0.669,1010,LU,8
1991,0.698,1010,LU,8
1995,0.617,1010,LU,8
1999,0.564,1010,LU,8
2003,0.517,1010,LU,8
2007,0.488,1010,LU,8
2011,0.435,1010,LU,8
2015,0.403,1010,LU,8
1975,0.401,5788,VD,11
1979,0.361,5788,VD,11
1983,0.297,5788,VD,9
1987,0.361,5788,VD,9
1991,0.32,5788,VD,11
1995,0.248,5788,VD,11
1999,0.255,5788,VD,9
2003,0.326,5788,VD,11
2007,0.263,5788,VD,11
2011,0.386,5788,VD,11
2015,0.332,5788,VD,11
1975,0.302,5856,VD,11
1979,0.334,5856,VD,9
1983,0.279,5856,VD,9
1987,0.317,5856,VD,9
1991,0.393,5856,VD,9
1995,0.239,5856,VD,9
1999,0.269,5856,VD,9
2003,0.23,5856,VD,11
2007,0.225,5856,VD,11
2011,0.265,5856,VD,11
2015,0.343,5856,VD,9
1975,0.378,5520,VD,11
1979,0.386,5520,VD,11
1983,0.37,5520,VD,11
1987,0.278,5520,VD,11
1991,0.276,5520,VD,9
1995,0.24,5520,VD,11
1999,0.258,5520,VD,11
2003,0.375,5520,VD,11
2007,0.402,5520,VD,11
2011,0.349,5520,VD,11
2015,0.309,5520,VD,11
1975,0.466,2054,FR,8
1979,0.428,2054,FR,8
1983,0.401,2054,FR,8
1987,0.325,2054,FR,8
1991,0.359,2054,FR,8
1995,0.367,2054,FR,8
1999,0.432,2054,FR,8
2003,0.325,2054,FR,8
2007,0.29,2054,FR,8
2011,0.271,2054,FR,8
2015,0.264,2054,FR,8
1975,0.37,5521,VD,8
1979,0.508,5521,VD,8
1983,0.483,5521,VD,8
1987,0.439,5521,VD,8
1991,0.321,5521,VD,8
1995,0.414,5521,VD,8
1999,0.27,5521,VD,8
2003,0.284,5521,VD,11
2007,0.296,5521,VD,11
2011,0.284,5521,VD,11
2015,0.267,5521,VD,11
1975,0.315,5636,VD,9
1979,0.368,5636,VD,9
1983,0.364,5636,VD,9
1987,0.324,5636,VD,9
1991,0.282,5636,VD,9
1995,0.237,5636,VD,9
1999,0.288,5636,VD,9
2003,0.241,5636,VD,9
2007,0.239,5636,VD,2
2011,0.266,5636,VD,2
2015,0.303,5636,VD,9
1975,0.327,2768,BL,8
1979,0.28,2768,BL,2
1983,0.264,2768,BL,2
1987,0.2,2768,BL,9
1991,0.26,2768,BL,9
1995,0.267,2768,BL,2
1999,0.239,2768,BL,2
2003,0.281,2768,BL,11
2007,0.294,2768,BL,11
2011,0.276,2768,BL,11
2015,0.323,2768,BL,11
1975,0.562,1128,LU,8
1979,0.497,1128,LU,8
1983,0.514,1128,LU,8
1987,0.473,1128,LU,8
1991,0.518,1128,LU,8
1995,0.455,1128,LU,8
1999,0.401,1128,LU,8
2003,0.491,1128,LU,8
2007,0.39,1128,LU,8
2011,0.348,1128,LU,8
2015,0.324,1128,LU,8
1975,0.39,2518,SO,9
1979,0.442,2518,SO,8
1983,0.418,2518,SO,8
1987,0.412,2518,SO,8
1991,0.428,2518,SO,8
1995,0.38,2518,SO,8
1999,0.302,2518,SO,8
2003,0.319,2518,SO,8
2007,0.309,2518,SO,8
2011,0.263,2518,SO,11
2015,0.301,2518,SO,11
1975,0.465,372,BE,9
1979,0.453,372,BE,9
1983,0.4,372,BE,9
1987,0.406,372,BE,9
1991,0.355,372,BE,9
1995,0.368,372,BE,9
1999,0.337,372,BE,9
2003,0.271,372,BE,2
2007,0.306,372,BE,9
2011,0.216,372,BE,2
2015,0.231,372,BE,2
1975,0.449,6213,VS,8
1979,0.529,6213,VS,8
1983,0.481,6213,VS,8
1987,0.495,6213,VS,8
1991,0.491,6213,VS,8
1995,0.472,6213,VS,8
1999,0.608,6213,VS,8
2003,0.393,6213,VS,8
2007,0.371,6213,VS,8
2011,0.301,6213,VS,8
2015,0.287,6213,VS,8
1975,0.749,6083,VS,8
1979,0.781,6083,VS,8
1983,0.567,6083,VS,8
1987,0.789,6083,VS,8
1991,0.574,6083,VS,8
1995,0.543,6083,VS,8
1999,0.692,6083,VS,8
2003,0.667,6083,VS,8
2007,0.577,6083,VS,8
2011,0.459,6083,VS,8
2015,0.456,6083,VS,8
1975,0.415,5716,VD,9
1979,0.402,5716,VD,9
1983,0.37,5716,VD,9
1987,0.361,5716,VD,9
1991,0.259,5716,VD,9
1995,0.221,5716,VD,8
1999,0.197,5716,VD,9
2003,0.233,5716,VD,11
2007,0.184,5716,VD,11
2011,0.276,5716,VD,11
2015,0.25,5716,VD,11
1975,0.749,925,BE,11
1979,0.723,925,BE,11
1983,0.727,925,BE,11
1987,0.632,925,BE,11
1991,0.637,925,BE,11
1995,0.619,925,BE,11
1999,0.523,925,BE,11
2003,0.566,925,BE,11
2007,0.59,925,BE,11
2011,0.521,925,BE,11
2015,0.526,925,BE,11
1975,0.312,4196,AG,2
1979,0.283,4196,AG,2
1983,0.285,4196,AG,2
1987,0.258,4196,AG,11
1991,0.23,4196,AG,11
1995,0.229,4196,AG,11
1999,0.376,4196,AG,11
2003,0.383,4196,AG,11
2007,0.418,4196,AG,11
2011,0.402,4196,AG,11
2015,0.451,4196,AG,11
1975,0.458,6789,JU,9
1979,0.525,6789,JU,8
1983,0.446,6789,JU,7
1987,0.525,6789,JU,9
1991,0.55,6789,JU,9
1995,0.506,6789,JU,9
1999,0.394,6789,JU,9
2003,0.382,6789,JU,8
2007,0.337,6789,JU,8
2011,0.38,6789,JU,8
2015,0.357,6789,JU,8
1975,0.536,5072,TI,8
1979,0.495,5072,TI,8
1983,0.474,5072,TI,8
1987,0.514,5072,TI,8
1991,0.421,5072,TI,8
1995,0.425,5072,TI,8
1999,0.373,5072,TI,8
2003,0.399,5072,TI,8
2007,0.339,5072,TI,8
2011,0.342,5072,TI,8
2015,0.332,5072,TI,8
1975,0.955,3572,GR,8
1979,0.893,3572,GR,8
1983,0.798,3572,GR,8
1987,0.761,3572,GR,8
1991,0.591,3572,GR,8
1995,0.593,3572,GR,8
1999,0.608,3572,GR,8
2003,0.502,3572,GR,8
2007,0.474,3572,GR,8
2011,0.442,3572,GR,8
2015,0.463,3572,GR,8
1975,0.273,193,ZH,9
1979,0.348,193,ZH,9
1983,0.338,193,ZH,9
1987,0.277,193,ZH,9
1991,0.258,193,ZH,9
1995,0.245,193,ZH,9
1999,0.268,193,ZH,11
2003,0.292,193,ZH,11
2007,0.308,193,ZH,11
2011,0.28,193,ZH,11
2015,0.301,193,ZH,11
1975,0.333,5458,VD,9
1979,0.309,5458,VD,2
1983,0.308,5458,VD,9
1987,0.386,5458,VD,9
1991,0.264,5458,VD,2
1995,0.242,5458,VD,2
1999,0.288,5458,VD,2
2003,0.249,5458,VD,2
2007,0.239,5458,VD,2
